chi_squared,yu11,yu12,yu13,yu21,yu22,yu23,yu31,yu32,yu33,pu11,pu12,pu13,pu21,pu22,pu23,pu31,pu32,pu33,yd11,yd12,yd13,yd21,yd22,yd23,yd31,yd32,yd33,pd11,pd12,pd13,pd21,pd22,pd23,pd31,pd32,pd33,cL1,cL2,cL3,cu1_m,cu2_m,cu3_m,cd1_m,cd2_m,cd3_m
11.629858567913299,0.7403290561143334,3.9799944322239402,3.78373196773613,1.7066387627676904,1.5021982514171592,1.6833613877098141,0.48088214697741116,2.765475684895057,0.7355925295987631,0.3692781829077316,0.7502180071018234,-2.966680899942492,2.1314628010012973,2.0886211879568144,1.558769998351286,0.042674614226315466,-1.3589753966187141,0.3046133551080632,2.921421571607315,2.8596447782132377,2.1660452998964868,0.7161691219581107,3.798335039678222,2.260753051896355,0.4597971963585386,3.999744752507079,3.9452136804558746,0.5127408660887878,1.9512847743251367,1.0726830431102465,1.548088549889103,1.2544979332102582,-0.4145680776150127,-2.999065664342314,2.24662193414707,-2.6569985284372137,0.3363111842072617,1.1888912937897538,0.25833632381867755,0.6172389337096305,0.00907674231824096,0.3314281528725407,0.28788410229603256,0.27222606791727966,0.11279603943596772
0.08073113858639,0.710505722893371,0.34037342137775295,3.984247530920717,1.4113164538081826,0.19219146892635774,3.999563517225595,1.0014399666938847,3.6551712248347505,0.5295655770120695,1.7022717890000383,2.334685700155622,-0.1110683213185486,-3.0701689818247053,-1.8733086290326815,1.1634825825475232,-0.41517409802580696,1.2951701991255398,1.7152915108658782,0.6097311100204543,3.399086639534654,0.7333816821927451,3.909777628525372,3.5062661245604922,1.0167571069878325,2.4632453321907715,2.7188389375918827,0.46175130766258143,0.1272039110368972,2.4914674140905584,-2.1524488272277758,-1.8306013091551672,0.43336648111388687,-0.2484906013520023,-0.2350313008703333,-1.3654225346151194,-2.9289555774193654,0.5566630861444186,0.4094165383387054,0.32552335283023437,0.009518295535972943,0.3529221384123562,0.7218842516228179,0.438651481142585,0.06004047573392368,0.20966492197140507
0.00017445643913948855,0.3472156037155797,0.33104743991719665,0.8604980538547812,2.6738341710291915,0.5289176817160978,0.8700029881476078,2.208451110953607,1.4517870085802769,0.855730775536263,-1.7345615177438836,-3.039484604867481,-2.241719715413264,1.3017186541145547,-0.4710305120081597,2.6586085991677324,-3.021860393911213,2.5293283975065997,1.306452009494973,3.998184101023898,0.09426148260805188,2.723796167466071,2.523719923006408,0.8194846380268758,3.0496096962572885,0.017425617942647176,0.08119364739968708,2.848321254479979,0.7032785330442799,1.3190367832204304,-1.7144736573569275,-0.05950800342645257,-1.821294072490033,2.946304255905848,-1.0980810515630304,2.572768092777487,-0.3269478553980698,0.2000700825485886,0.11027779333214927,0.5163819845547812,0.21077203537061262,3.358345221997313,1.1102162836966447,0.4045085412267708,0.4148849140774056,0.3885604940674785
0.0007083260259183079,0.591228800935819,1.08635064750191,0.31887294593964355,2.747215896128343,3.315075761729356,0.43840079160566253,3.3683236330228463,2.4142168953121543,2.446948368610989,0.8263653247289713,0.8923760959471165,2.8315752711845352,-2.018882448049758,0.5247258882485726,2.2618074074505596,1.1520188805626619,0.36797545712799895,-2.655965451330286,1.4542069179886714,0.2704383369551507,0.39622773730449934,0.29560072812368277,3.7887564421513256,0.08340411694535975,0.9908671943923192,0.7879764841334499,3.9994358954100915,0.8892683527624943,-1.0117769577302935,1.8665007280100951,1.6775543274091662,0.8251140264735919,-1.6036280748168859,-3.0369327187310238,1.445324172767391,0.6948355444657266,0.22560451587666286,0.5083319845163303,0.014076732762424271,1.4601547574977838,0.2352270837982986,2.0792123832649416,0.45247727706097285,0.37180359367853777,0.4163994108080171
4.9061183182826746e-05,2.9684129894624576,0.015923088316591893,2.061750110709926,1.1592985373649964,2.8649973132602833,3.8660054464504263,2.0154037246408945,1.9151838956124945,2.602512336216572,-0.035436134148897125,-2.874122210068753,-2.7861251040900976,-1.0345887125516162,1.2766839425014282,-1.8630763269804163,-0.01938309640822755,-3.0393426681777904,0.10196467932080422,1.896876347400785,0.650582352046519,3.4342248896082563,0.025558696526641538,0.628336632448586,1.0373622448411772,2.3894681386946512,1.8336865698561249,2.792232173012496,0.45676616351820876,-2.31990893426887,0.3894479880873778,-1.0604604045487385,2.793813137051936,-3.1049750929165616,1.0398015653183341,1.122742095356858,-0.6910120436832665,0.2682008047522082,0.42675869233206276,0.6955564419303988,0.2867378723568139,0.8142464686828625,0.06759815483526177,0.15555365470176596,0.25693474382280357,0.33181361660215014
7.145495814776436e-06,0.13631290186912404,2.49720121573406,1.0287522295518539,0.5641744005826222,2.9367133335277,0.045729039352816685,0.8118208197419625,2.9162085108045686,0.7222409495102979,2.539812963462121,-1.765887835376862,1.8052544753057784,1.5812783180034957,-1.207236023654407,-3.134953360364177,2.9446823021731463,-0.2285672488971029,1.5887975988069476,3.9983716297754257,3.7881797943557727,1.8763304825072202,2.4918315054572537,2.6384595309840315,2.4445145406561894,0.29886120788909604,0.48412839561723764,2.153708491403759,1.5437121623264147,3.137656305001193,0.3842833443867275,-1.4013412779312204,-1.0838051814376626,-3.080091956134958,0.8578158900089039,1.9297930665137564,3.1344376359431108,0.12243944357514724,0.25756115034591165,0.4894079415377597,1.1166490846502892,1.7088257080987317,0.407387271251094,0.2949041057397368,0.350977084090899,0.42678600669839684
4.169110702030183e-05,0.2802716008159046,3.896567189089359,1.1397868422432658,1.5059519378889992,0.4085463143134677,0.39695460959005596,0.5527824587638458,0.996658038817789,2.200441088371548,0.2233444336768513,2.5007213383510463,-1.2093362236038478,3.012692928448006,-1.437182407736272,0.006182369152157197,-2.1828110472505067,0.7127975419429142,2.554889153095366,3.7375055092266654,3.945395335150092,3.999999643026379,3.3379420702456173,2.2001334427818877,2.353944281555823,1.638079010826106,1.6957654902132597,0.4900053797683394,1.5826706721806811,-2.2727026009040054,-0.23214920067116607,-0.7335432116975897,2.1046104755125885,-2.9132048897696126,-0.7114022880374162,-3.082344330114172,-2.1285714369024573,0.26211173396737086,0.3299946946969188,0.45471770617527696,0.031647241377879,0.4283042519412015,4.999862101845821,0.24866038567198112,0.19805169147480228,0.6093390112603263
0.013065123562803944,0.435593968839987,0.13561672953905143,1.1620943789306275,0.5088960001928566,0.4667967184555104,0.9705224528482629,2.6208664575737326,2.287990154373017,1.4174427185310008,-0.9211123906274477,-0.25170530963308124,-0.252666507260078,0.6374866700306048,0.8630386914116954,2.7797638659615354,-1.0249157549721333,2.290206624775327,1.381953469750572,0.7033487659100328,1.8318126842891318,0.22667750164756653,1.1629281124831727,3.6663388211872094,0.976260739872379,0.25061927252436067,0.6092144266814802,2.7857641293992215,-1.5731230034083687,2.6308647320731398,0.10736077797079835,1.6088865900562004,0.09249552337344147,2.2102294017872977,2.4478758783149503,1.2739793096402154,2.5001177032754187,0.2672962518918016,0.6665756395125171,0.3745763647816611,0.3494065700817828,0.08203705367610858,1.9805744494405593,0.29452286023487284,0.31916196571818567,0.25051440838649164
5.189627623621718,0.02467975796723218,0.6725662860659869,1.668466822939219,2.103869117915398,3.903632492161974,1.8916840312019,3.7150229987741037,3.448459727651453,3.638123691075008,-0.6030223056138961,-2.697637469105194,-2.859552754443063,-1.8026213812995184,-0.8656185405672923,-1.6599494519134865,0.09935287268758453,0.12353460797136995,-0.4461491135223872,3.931746323244699,3.926794128542781,3.999675088956941,0.03569059089664039,3.832596910266158,3.5827104434053556,1.6391623492253196,1.7332002373507533,0.31406771975531145,-2.414896558569741,-0.7752923765702922,0.9036588242671044,-1.4174421963541395,-3.0490504592995067,1.8150030497783458,2.923739085988559,1.8171360859130106,-3.1156559001231154,0.3427395958665409,0.3987584134844466,2.410294680602047,0.44737571533128806,0.29554989352805583,0.02545228286846113,0.0028955357567679307,0.10382377880187299,0.3969918847278273
9.656463183120511,2.136035647097898,2.5049373422671843,3.9981758875152207,0.3697830983823101,1.1943390810312697,2.2365267027908167,0.5315051971881232,0.8802034352087906,0.16934584903476735,1.1653574507352955,0.3656683480780063,2.986189118649375,-1.1623588719250288,-1.9097003506382972,-2.1753997069061546,-0.2360080074647044,-2.688573487971921,3.031412478650041,2.7147028709638508,1.3991866537803836,1.3208356067656295,3.6790829630662207,0.09203770028922666,1.8827050903193796,1.5703981604983615,1.3281758235169343,3.999991007799271,-2.771165620223999,-1.2534637549859369,-1.008000363472402,0.6552757446328656,1.3563159653122687,2.4791163039974125,-1.776222597984392,1.511454306177055,2.198286348257813,0.44948769599395133,0.36944585685724585,0.22921453385123502,0.15512716088031242,0.3361138774656216,2.0374620494477913,0.43561303347753677,0.27715633241153936,0.15127956189772318
