outcome,chi_squared,yu11,yu12,yu13,yu21,yu22,yu23,yu31,yu32,yu33,pu11,pu12,pu13,pu21,pu22,pu23,pu31,pu32,pu33,yd11,yd12,yd13,yd21,yd22,yd23,yd31,yd32,yd33,pd11,pd12,pd13,pd21,pd22,pd23,pd31,pd32,pd33,cL1,cL2,cL3,cu1,cu2,cu3,cd1,cd2,cd3
0,22056774.356746484,0.5968098762192481,0.5538144902743648,2.072051195319099,3.378376897909766,0.043801537189431895,2.665249899337362,3.247334570601337,0.1991568072198505,2.6609837468342628,-1.3104581241464834,-2.6692905034938557,-2.256123893687444,1.4344955894218785,1.8023172142708983,-2.5696021934487936,0.4079864758213998,0.7698093637548067,2.3651631514928653,0.6464462449319803,0.13190880743393765,0.03105277781076453,0.839409324333678,1.1550122481301937,0.8038935462912395,0.40148104581016575,0.6065504205761995,1.2350470403950586,1.9358164381068237,1.297734451476181,-2.561027735950946,1.3610685175252684,1.0541764069574189,1.8658581225701738,-2.8557825277484836,1.1517775430363244,1.1111041139103497,0.37096175868774495,0.8845665270434613,0.6306886738603357,0.9835930833319502,0.49800901015869714,0.2136859170058889,0.557947810493105,0.48860756541791917,0.924345607575181
0,1769680.3813611993,0.26878909476271656,2.6475094443209986,1.804021614406394,1.1954809810883167,2.804203633578874,3.68032877434049,0.02516903048230218,0.2417362383628509,3.8999812805874896,1.1034282975617762,1.3350727654501142,-2.1074952170549945,-0.3362296163835725,3.1409699523361985,2.220589711290481,-0.657658556518939,-0.19817124301603695,-2.70009160046543,0.43942921964952086,0.06097969032221001,0.015093308080751437,0.37401454541507045,3.7982115733383917,3.2192315362246053,0.8879034427703377,0.48975326357865834,0.9909427714685717,1.8729446913980912,-1.3907649849851709,-0.7868422959112915,3.141592629933599,-1.729765263073008,1.5782769855061725,-0.7972807159980277,-0.9475310607052068,-0.7665857504978,0.34781695927311684,0.7116000413391954,0.6234638009344553,0.9731789102867552,0.4739563374478668,0.39744016073905053,0.9700427462114991,0.8433091386739973,0.37486016509657283
0,4432421.760751432,0.03356879908093106,0.7551247484600616,3.996855863805934,3.999964274334233,3.999989250159543,3.878578125967027,0.09355944947393269,0.39444905477078773,0.010096593066884063,1.9525127296452158,0.8562191178019245,2.60551689456459,2.3226775658160506,-2.201063084397994,-3.100465455938039,-1.4543828982763438,-2.1991794281581667,2.3085532473964268,0.152639095742207,0.41458553994770353,0.26281073575511943,3.973223999090476,0.8170488867799403,0.1424503105618276,0.2917089268859826,0.7090080071715464,0.5075437369307861,-0.08459634194483057,1.2789507433081209,-1.9338347849124633,-1.4255114225300178,-0.8494254667103189,1.3727605156458047,1.0641783467431702,1.7096295089129656,-2.8557745071554637,0.2898673007792594,0.7066661095947366,0.90750660459745,0.7859034085876395,0.8347889682069041,0.6485788890512088,0.6316270147381369,0.8690806973128371,0.6693894970586283
0,51227581.57947498,2.688742331751181,0.016874030318364007,0.9454352768039443,2.812261241901716,0.6403011996873419,0.2645007405007201,3.9999982978229336,3.9999959898553836,3.7269602521965877,2.5660895975965223,-1.8822255357777464,3.13319999987866,-2.1997735754887042,0.7513950088697956,-1.760486600092361,0.7901747723129935,3.0073455878009145,-2.731420041496813,0.08655696871756427,0.04176744963858891,0.3797809806919612,3.9867737337784783,3.9674085565867867,3.999989642751051,0.7042971391524075,0.7669146962007465,0.7258969400338107,3.1412443197540982,-2.217180794879532,-0.3924692290168763,-3.1290007357464384,-0.7009495541054838,3.139861973637136,2.828682856346001,-2.442322356339845,-1.141000831874241,0.44174215374291803,0.4823731340237485,0.5830209843548904,0.6463287838225988,0.461602784560585,0.3733532403509159,0.704307932860373,0.6285327108214318,0.3160060058446108
0,3664702.006586952,3.940174728367542,2.578747163971911,3.628616349837745,0.32049986100534844,0.06612415203550492,0.11927943687260617,0.8562596040811878,0.15456067345625643,0.17040681535976276,1.5836722705020954,-1.3175966464867463,0.9317399128301309,-3.130290097622615,-0.40313597034261006,2.471707001951991,2.894334357261944,-3.113707446326596,-2.680050861965094,0.43800952418534234,0.3236583830296985,0.14340929002750458,0.6805391202083282,1.8644247095451802,2.155040177771909,0.32751982096085125,0.8283848692461064,0.34506478700942417,-1.1822549460030924,-1.6034046290917785,-0.635830263351516,-3.0441393652949986,2.7362274194174034,-2.515269145080551,3.1415401949995987,-0.4068505577578114,-2.139053976488051,0.6526027073833491,0.2390716165726836,0.36045366590491,0.445161763542012,0.4408994231651717,0.3904801013127357,0.29915895443579776,0.8162472334746687,0.28696984659046043
1,7927228.255284949,2.7685478589716563,1.8296153566130349,1.9414160627480481,1.8864610355018065,2.8516316417564713,3.8859070690133035,3.8461966380182453,2.733689744097827,3.991764696749985,-0.609492619722503,1.0177502611171256,2.184738059494186,3.0021131766979314,1.2035524366158814,2.35425703863321,-2.7410293034676645,2.4541130033480245,-2.767523361069668,0.475799194499241,0.09516602032287799,0.04656792430465866,1.867434938004872,1.2832705960129926,0.7707063940088027,0.5450588460051244,2.455164528197879,1.3976055565364074,-0.045834538107277556,-2.1968583521747567,0.11437223277578967,-2.619498029754631,1.619951421482023,-2.2190130539441135,-1.3578676703941868,3.1375515555567306,-0.7964947917348586,0.2922302715824099,0.22542591576316884,0.13669459379499527,0.6873240687238846,0.5697018822926259,0.6686136382839463,0.7111006969368843,0.31468201031323684,0.21431159174859138
0,4303258.678634157,2.5246086434146546,0.6755844547180813,3.3126344816106843,0.5057121628550313,0.3008833898390284,1.8213526958508408,2.5586492100407785,0.6649188905754134,3.0952197359349856,0.8639144982231866,2.3323038134544936,1.004740728395082,1.5486245620893948,-2.652347622906986,-3.1074481397122975,2.838101020473582,-1.9458611938096608,2.977056370987424,0.4360920762076746,0.10394359738164799,0.26444959128417145,2.7034578596368704,3.3431438088672496,2.28580661658701,0.30589572570992435,2.3358375722851936,0.322580784452999,0.7158986107137548,2.9929017981097505,-1.0339064579312889,-2.6053273446731384,-1.141472253738216,-0.8281001689840499,-0.9492965659256094,2.587997441366497,-0.5040365362566601,0.31789619247530787,0.1407674733443396,0.7541272503105061,0.47386004678464344,0.2096090000940598,0.9795532388306558,0.522325591457053,0.7867250354762141,0.9928028928090153
0,4525080.4540883545,1.5797801128098299,2.608066428367876,0.09718836003046046,3.9972921347480823,1.6317509031719921,3.6248587648293804,0.609959040827491,0.19629310635643224,0.44475570573799217,1.7470331861436037,1.1280858072018036,-2.8549822496000257,1.3157824385554555,1.783311649041142,-2.9925060728193897,1.3796640237264368,0.6726680772025233,-2.8273910868950862,0.5051244619804464,0.10476939052352661,0.025231036925909327,3.4941134123987787,0.5414293066834471,1.5563198834731116,0.5619476693621162,0.5209881343175699,1.1112768801081108,-0.9199072771170616,1.1213899512759564,2.9945530766022923,-0.7286009584110813,2.3819028604709906,3.1415583032663816,2.2915440946133057,0.7199122064543602,-2.49693607921015,0.5820333802301958,0.24364342816270934,0.5199395550521295,0.3165626245988884,0.2774687524229251,0.39421012953495094,0.26087759818675327,0.6993720719795364,0.7791012094617846
0,42514534.316525094,0.32909058049071854,0.010492797433238976,2.48446916570233,0.050370649203991535,0.06722337367612474,0.0819429549189858,3.999999999972384,3.9999999464519984,3.999979804931434,1.2832115042143242,2.1485545243579134,-2.553263615763796,-1.303258918454356,3.132481626129958,-0.7343885443212113,1.386660025097771,-0.6936823297182637,2.698843780786831,0.10649130569667166,0.05460344629475736,0.38063423772095173,3.608824877944417,3.9115735509931073,3.7489999835658896,0.6137060428219356,0.7184295351105352,0.817234963495558,3.141592499614677,1.696265850687972,-0.29071581725656825,-2.858354106660278,-2.1984078016609336,1.6098161404274025,2.3392890392832593,2.624133668677655,-1.76703231208971,0.450828999777368,0.9322311184323113,0.6032172959094049,0.7121620801853701,0.32355298326854864,0.38000656951335277,0.7722657227076573,0.6995083294610773,0.9933620668439711
2,1420481.5451818032,3.5808622729738206,3.9094599432463193,3.9442003896814177,3.9983895436148837,0.1921284013126221,0.1616590145196983,3.9998080093913737,0.014562492578006514,0.01315091568709362,-0.08086292414307072,-0.23680334765221112,-2.1770480458998636,-0.8699040222367906,1.8565571160915342,-0.0385147560539556,0.5005085760056707,3.022690507178554,2.7720555631510306,0.38512308338828,0.050309008970287755,0.05774146522259749,3.9870663726199305,3.1866595956101507,3.8233849739883445,2.6224638247234218,0.41696404769507783,1.0664049805593343,-1.5178024212043721,-1.743096398519706,-1.6886556868245652,0.21777952588214644,2.7938865153983903,-0.6460956351329958,-3.1107223509656907,0.6885496548011201,0.4834225465162816,0.9275703256321939,0.35771373134352435,0.9495026747611734,0.24862025487139006,0.589907694238152,0.4127815516178095,0.2345893111177655,0.5334393831526576,0.3191342477039356
